product_id,product_name,product_name(j),category_id,category_name,category_name(j),color_size_stock,color_size_stock(j),price,product_desc,product_desc(j),brand_name,brand_name(j),product_url,product_img_url
prod196550121,"Sleeveless Pleated Poplin Starfish Dress, Multicolor, Size 6-24 Months",ノースリーブプリーツポプリンヒトデドレス、マルチカラー、サイズ6-24ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,MULTI:6 Months:2|MULTI:9 Months:2|MULTI:12 Months:2|MULTI:18 Months:2|MULTI:36 Months:1,マルチカラー:6 Months:2|マルチカラー:9 Months:2|マルチカラー:12 Months:2|マルチカラー:18 Months:2|マルチカラー:36 Months:1,23167.0,"Armani Junior poplin dress in starfish print with bloomers.
Scoop neckline.
Wide shoulder straps.
Banded waist.
Pleated, A-line silhouette.
V'd back with hidden zip.
Cotton/nylon/spandex.
Lining: cotton.
Imported.

About Armani Junior:
Born in 1982, Armani Junior offers a collection as varied as the lives of the children for whom it is designed and combines fashion sensibility with comfort, warmth and ease. Armani Junior offers everything for boys and girls from 0 to 16 years old, from basic pieces ﾂ穆hirts, sweatshirts, jeans and chinos ﾂ釦o more fashionable items ﾂ頬ackets, dresses and skirts produced favouring natural fabrics. ","Armani Junior poplin dress in starfish print with bloomers.
Scoop neckline.
Wide shoulder straps.
Banded waist.
Pleated, A-line silhouette.
V'd back with hidden zip.
Cotton/nylon/spandex.
Lining: cotton.
Imported.

About Armani Junior:
Born in 1982, Armani Junior offers a collection as varied as the lives of the children for whom it is designed and combines fashion sensibility with comfort, warmth and ease. Armani Junior offers everything for boys and girls from 0 to 16 years old, from basic pieces ﾂ穆hirts, sweatshirts, jeans and chinos ﾂ釦o more fashionable items ﾂ頬ackets, dresses and skirts produced favouring natural fabrics. ",Armani Junior,アルマーニジュニア,http://www.neimanmarcus.com/en-jp/Armani-Junior-Sleeveless-Pleated-Poplin-Starfish-Dress-Multicolor-Size-6-24-Months/prod196550121_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196550121&cmCat=product,01e4beae15ee27c6e0638048bd9f8dbd9b7cd4ee.jpg
prod196090053,"Cotton Button-Front V-Neck Cardigan, Green/Red, Size 6-36 Months",コットンボタン - フロントVネックカーディガン、グリーン/レッド、サイズ6-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,GREEN/RED:12-18 Months:1|GREEN/RED:18-24 Months:2,GREEN/RED:12-18 Months:1|GREEN/RED:18-24 Months:2,28132.0,"Gucci cardigan in cotton with web detail.
V neckline; button front.
Long sleeves.
Relaxed fit.
Ribbed hem and cuffs.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci cardigan in cotton with web detail.
V neckline; button front.
Long sleeves.
Relaxed fit.
Ribbed hem and cuffs.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Cotton-Button-Front-V-Neck-Cardigan-Green-Red-Size-6-36-Months/prod196090053_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196090053&cmCat=product,17e516ce2a4f6816bdea7e77c4ba6bc6c4d3cad2.jpg
prod196090133,"Heathered Neoprene Tiger Sweatshirt, Light Gray, Size 3-24 Months",暖かいネオプレンタイガースウェットシャツ、ライトグレー、サイズ3-24ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,LIGHT GRAY:24 Months:3|LIGHT GRAY:36 Months:3|LIGHT GRAY:12-18 Months:1|LIGHT GRAY:18-24 Months:1,LIGHT GRAY:24 Months:3|LIGHT GRAY:36 Months:3|LIGHT GRAY:12-18 Months:1|LIGHT GRAY:18-24 Months:1,23167.0,"Gucci cotton sweatshirt in double-face neoprene.
Tiger with flower crown graphic at front.
Crew neckline; snap back.
Three-quarter sleeves.
Relaxed fit.
Banded hem and cuffs.
Pullover style.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci cotton sweatshirt in double-face neoprene.
Tiger with flower crown graphic at front.
Crew neckline; snap back.
Three-quarter sleeves.
Relaxed fit.
Banded hem and cuffs.
Pullover style.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Heathered-Neoprene-Tiger-Sweatshirt-Light-Gray-Size-3-24-Months/prod196090133_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196090133&cmCat=product,a20a125f8916619e84c33a30d93543f2d28425be.jpg
prod196600161,"Cotton Jersey Logo Shortall, White, Size 3-18 Months",コットンジャージーロゴショート、ホワイト、サイズ3-18ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,WHITE:3 Months:1|WHITE:6 Months:1|WHITE:12 Months:1,ホワイト:3 Months:1|ホワイト:6 Months:1|ホワイト:12 Months:1,9708.0,"Kenzo shortall in cotton jersey with two-piece illusion.
Signature tiger and logo script detail at front.
Crew neckline; snap back.
Short raglan sleeves.
Front slit pockets.
Relaxed fit.
Snaps through legs.
Made in Romania.

About KENZO:
The colorful world of Kenzo was born in 1970 with the opening of founder Kenzo Takada's Paris boutique. Piecing together clothes from fabric scraps found at flea sales, Takada, now retired, took France by storm with his clashing prints, global influences, and exuberant imagination. Under the stewardship of Creative Directors Carol Lim and Humberto Leon of Opening Ceremony, Kenzo today taps into the brand's original DNA to offer reissued safari-themed prints and tiger sweatshirts alongside fresh new designs loyal to the label's history and love of spontaneity.","Kenzo shortall in cotton jersey with two-piece illusion.
Signature tiger and logo script detail at front.
Crew neckline; snap back.
Short raglan sleeves.
Front slit pockets.
Relaxed fit.
Snaps through legs.
Made in Romania.

About KENZO:
The colorful world of Kenzo was born in 1970 with the opening of founder Kenzo Takada's Paris boutique. Piecing together clothes from fabric scraps found at flea sales, Takada, now retired, took France by storm with his clashing prints, global influences, and exuberant imagination. Under the stewardship of Creative Directors Carol Lim and Humberto Leon of Opening Ceremony, Kenzo today taps into the brand's original DNA to offer reissued safari-themed prints and tiger sweatshirts alongside fresh new designs loyal to the label's history and love of spontaneity.",Kenzo,ケンゾー,http://www.neimanmarcus.com/en-jp/Kenzo-Cotton-Jersey-Logo-Shortall-White-Size-3-18-Months/prod196600161_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196600161&cmCat=product,d1a5181169e312f088c5e7df900ddd81553dc5fe.jpg
prod197572522,"Gladys Metallic Raglan Sweater, Pink, Size 12-24 Months",Gladysメタルラグランセーター、ピンク、サイズ12-24ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,PINK:12 Months:4|PINK:18 Months:5|PINK:24 Months:5,ピンク:12 Months:4|ピンク:18 Months:5|ピンク:24 Months:5,8826.0,"Metallic ""Gladys"" sweater by molo.
Round neckline; button front.
Long raglan sleeves.
Relaxed fit.
Ribbed hem and cuffs.
Cotton/Lurexﾂｮ metallic.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.","Metallic ""Gladys"" sweater by molo.
Round neckline; button front.
Long raglan sleeves.
Relaxed fit.
Ribbed hem and cuffs.
Cotton/Lurexﾂｮ metallic.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.",Molo,Molo,http://www.neimanmarcus.com/en-jp/Molo-Gladys-Metallic-Raglan-Sweater-Pink-Size-12-24-Months/prod197572522_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod197572522&cmCat=product,9fa6f240129c6ce46e913682aea7226710e7a5d8.jpg
prod201310233,"Padded Quilted Coat with Web Trim, Size 12-36 Months ",ウェブトリム付きパッド入りキルトコート、サイズ12-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,NAVY:24 Months:2|NAVY:36 Months:4|NAVY:12-18 Months:7|NAVY:18-24 Months:2,ネイビー:24 Months:2|ネイビー:36 Months:4|ネイビー:12-18 Months:7|ネイビー:18-24 Months:2,65640.0,"Gucci padded coat in quilted waterproof nylon.
Green/red/green web trim and bow.
Snap closure with mother-of-pearl, interlocking G's buttons.
Front flap pockets.
Crew neckline; long sleeves.
Body and lining, nylon.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci padded coat in quilted waterproof nylon.
Green/red/green web trim and bow.
Snap closure with mother-of-pearl, interlocking G's buttons.
Front flap pockets.
Crew neckline; long sleeves.
Body and lining, nylon.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Padded-Quilted-Coat-with-Web-Trim-Size-12-36-Months-/prod201310233_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D120%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod201310233&cmCat=product,8e45c47b292e605a05c19702f59005805b7dd99e.jpg
prod196230036,"Twill Trenchcoat w/ Bow, Beige, Size 18-36 Months",ツイルトレンチコートw /ボウ、ベージュ、サイズ18-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,MULTI:24 Months:1|MULTI:36 Months:1|MULTI:18-24 Months:1,マルチカラー:24 Months:1|マルチカラー:36 Months:1|マルチカラー:18-24 Months:1,98185.0,"Gucci trenchcoat in twill, featuring a removable web bow with bee embroidery.
Spread collar; double-breasted front.
Long sleeves with buckle cuffs.
Buttoned epaulets at shoulders.
Front slit pockets.
Pleated, belted back.
Relaxed fit.
Polyester/cotton.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci trenchcoat in twill, featuring a removable web bow with bee embroidery.
Spread collar; double-breasted front.
Long sleeves with buckle cuffs.
Buttoned epaulets at shoulders.
Front slit pockets.
Pleated, belted back.
Relaxed fit.
Polyester/cotton.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Twill-Trenchcoat-w-Bow-Beige-Size-18-36-Months/prod196230036_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196230036&cmCat=product,e1bf3c2b5b0c860d97f2a106b46dde4e78144d35.jpg
prod196090066,"Cap-Sleeve Embellished Tulle Dress, Light Blue, Size 18-36 Months",キャップスリーブ飾りチュールドレス、ライトブルー、サイズ18-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,MULTI:24 Months:1,マルチカラー:24 Months:1,89911.0,"Gucci tulle dress, featuring sequin heart, star, and lightning embroidery.
Round neckline; button back.
Cap sleeves.
Ruched through bodice.
Empire waist; yoked back.
Shift silhouette.
Nylon/rayon/polyester.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci tulle dress, featuring sequin heart, star, and lightning embroidery.
Round neckline; button back.
Cap sleeves.
Ruched through bodice.
Empire waist; yoked back.
Shift silhouette.
Nylon/rayon/polyester.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Cap-Sleeve-Embellished-Tulle-Dress-Light-Blue-Size-18-36-Months/prod196090066_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196090066&cmCat=product,6ebc1f2ca99a82b9dab7679245ea5219ecc98070.jpg
prod196230040,"Cap-Sleeve Tiger Jersey Tee, Pink, Size 12-36 Months",キャップ - スリーブタイガージャージーTシャツ、ピンク、サイズ12-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,MULTI:24 Months:1|MULTI:36 Months:1|MULTI:12-18 Months:2|MULTI:18-24 Months:2,マルチカラー:24 Months:1|マルチカラー:36 Months:1|マルチカラー:12-18 Months:2|マルチカラー:18-24 Months:2,15996.0,"Gucci jersey tee with tiger graphic.
Crew neckline; button back.
Cap sleeves.
Relaxed fit.
Cotton.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci jersey tee with tiger graphic.
Crew neckline; button back.
Cap sleeves.
Relaxed fit.
Cotton.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Cap-Sleeve-Tiger-Jersey-Tee-Pink-Size-12-36-Months/prod196230040_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196230040&cmCat=product,20df452ab4d0cf9ca787778e8872d0f235ca9284.jpg
prod196230044,"Felted Jersey Denim Track Pants, Blue/Green, Size 9-36 Months",フェルトジャージーデニムトラックパンツ、ブルー/グリーン、サイズ9-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,BLUE/RED:24 Months:1|BLUE/RED:36 Months:3|BLUE/RED:9-12 Months:2|BLUE/RED:12-18 Months:4|BLUE/RED:18-24 Months:1,ブルー:24 Months:1|ブルー:36 Months:3|ブルー:9-12 Months:2|ブルー:12-18 Months:4|ブルー:18-24 Months:1,25374.0,"Gucci track pants in felted cotton jersey denim.
Front slit pocket detail; back patch pocket.
Web detailing through sides.
Relaxed, straight legs.
Elasticized waist with faux fly.
Cotton/polyester/spandex.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci track pants in felted cotton jersey denim.
Front slit pocket detail; back patch pocket.
Web detailing through sides.
Relaxed, straight legs.
Elasticized waist with faux fly.
Cotton/polyester/spandex.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Felted-Jersey-Denim-Track-Pants-Blue-Green-Size-9-36-Months/prod196230044_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196230044&cmCat=product,2020cb2eedcb2ea416d23e348a09ec21e0d7d053.jpg
prod196130104,"Goustan Hooded Striped-Trim Puffer Jacket, Light Blue, Size 3M-3",Goustanフード付きストライプトリムパッファジャケット、ライトブルー、サイズ3M-3,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,LIGHT BLUE:2:7|LIGHT BLUE:3:4|LIGHT BLUE:18-24 Months:1,ブルー:2:7|ブルー:3:4|ブルー:18-24 Months:1,38060.0,"Moncler ""Goustan"" puffer jacket with striped contrast.
Hooded collar; zip front.
Long sleeves; patch at left.
Angled front zip pockets.
Relaxed fit.
Banded hem.
Interior care instruction comic.
Down/feather fill.
Nylon.
Imported.

About Moncler:
Founded in 1952 by Rene Ramillon, this French company designs fine outerwear and sportswear. The name Moncler originates from an abbreviation for the town of Monestier-de-Clermont in the French Alps, where the company originated. In 2003, Italian Entrepreneur Remo Ruffini purchased the brand and transformed it into a renowned Italian luxury company with French roots. ","Moncler ""Goustan"" puffer jacket with striped contrast.
Hooded collar; zip front.
Long sleeves; patch at left.
Angled front zip pockets.
Relaxed fit.
Banded hem.
Interior care instruction comic.
Down/feather fill.
Nylon.
Imported.

About Moncler:
Founded in 1952 by Rene Ramillon, this French company designs fine outerwear and sportswear. The name Moncler originates from an abbreviation for the town of Monestier-de-Clermont in the French Alps, where the company originated. In 2003, Italian Entrepreneur Remo Ruffini purchased the brand and transformed it into a renowned Italian luxury company with French roots. ",Moncler,モンクレール,http://www.neimanmarcus.com/en-jp/Moncler-Goustan-Hooded-Striped-Trim-Puffer-Jacket-Light-Blue-Size-3M-3/prod196130104_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196130104&cmCat=product,ad2d7037ac0ff4f56d7ef8098af6fc9b16458672.jpg
prod196230043,"Felted Jersey Track Pants, Dark Pink, Size 9-36 Months",フェルトジャージートラックパンツ、ダークピンク、サイズ9-36ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,DARK PINK:24 Months:1|DARK PINK:9-12 Months:3|DARK PINK:12-18 Months:5|DARK PINK:18-24 Months:4,ピンク:24 Months:1|ピンク:9-12 Months:3|ピンク:12-18 Months:5|ピンク:18-24 Months:4,17100.0,"Gucci track pants in felted jersey.
Signature web detail with heart embroidery.
Relaxed fit through straight legs.
Rolled hem.
Elasticized waist.
Cotton/rayon.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci track pants in felted jersey.
Signature web detail with heart embroidery.
Relaxed fit through straight legs.
Rolled hem.
Elasticized waist.
Cotton/rayon.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Felted-Jersey-Track-Pants-Dark-Pink-Size-9-36-Months/prod196230043_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196230043&cmCat=product,f0b1e8e1743d3bb72f3a73a27f2a614c2693c7ef.jpg
prod196550143,"Striped Jersey Polo Shortall w/ Bib, Blue, Size 3-12 Months",ストライプジャージーポロショートショート、ビブ、ブルー、サイズ3-12ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,BLUE:3 Months:2|BLUE:9 Months:1,ブルー:3 Months:2|ブルー:9 Months:1,17100.0,"Armani Junior cotton jersey polo shortall in stripes with bib.
Spread collar; faux three-button front.
Short sleeves.
Pintucked through chest.
Relaxed fit.
Logo embroidery at left hem.
Snaps gusset and back.
Imported.

About Armani Junior:
Born in 1982, Armani Junior offers a collection as varied as the lives of the children for whom it is designed and combines fashion sensibility with comfort, warmth and ease. Armani Junior offers everything for boys and girls from 0 to 16 years old, from basic pieces ﾂ穆hirts, sweatshirts, jeans and chinos ﾂ釦o more fashionable items ﾂ頬ackets, dresses and skirts produced favouring natural fabrics. ","Armani Junior cotton jersey polo shortall in stripes with bib.
Spread collar; faux three-button front.
Short sleeves.
Pintucked through chest.
Relaxed fit.
Logo embroidery at left hem.
Snaps gusset and back.
Imported.

About Armani Junior:
Born in 1982, Armani Junior offers a collection as varied as the lives of the children for whom it is designed and combines fashion sensibility with comfort, warmth and ease. Armani Junior offers everything for boys and girls from 0 to 16 years old, from basic pieces ﾂ穆hirts, sweatshirts, jeans and chinos ﾂ釦o more fashionable items ﾂ頬ackets, dresses and skirts produced favouring natural fabrics. ",Armani Junior,アルマーニジュニア,http://www.neimanmarcus.com/en-jp/Armani-Junior-Striped-Jersey-Polo-Shortall-w-Bib-Blue-Size-3-12-Months/prod196550143_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196550143&cmCat=product,92cf034ed6103dd0a1a203e54c0ab33378ad619f.jpg
prod197582093,"Cai Cotton Rooster Feather Dress, Aqua Blue/Multicolor, Size 3-24 Months","Cai Cotton Rooster Feather Dress, Aqua Blue/Multicolor, Size 3-24 Months",cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,BLUE:3-6 Months:2|BLUE:9-12 Months:2|BLUE:18-24 Months:3,ブルー:3-6 Months:2|ブルー:9-12 Months:2|ブルー:18-24 Months:3,7722.0,"Cotton ""Cai"" dress in rooster feather print by molo.
Round neckline; snap back.
Sleeveless; wide straps.
Smocked waist.
Relaxed fit.
Flounce hem.
Pullover style.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.","Cotton ""Cai"" dress in rooster feather print by molo.
Round neckline; snap back.
Sleeveless; wide straps.
Smocked waist.
Relaxed fit.
Flounce hem.
Pullover style.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.",Molo,Molo,http://www.neimanmarcus.com/en-jp/Molo-Cai-Cotton-Rooster-Feather-Dress-Aqua-Blue-Multicolor-Size-3-24-Months/prod197582093_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod197582093&cmCat=product,6c56f110b54934add1af2b2aabb2e450fe45fafa.jpg
prod196230046,"Chambray Bee & Rose Overalls, Blue, Size 3-24 Months",シャンブレー・ビー＆ローズ・オーバーオールズ、ブルー、サイズ3-24ヶ月,cat64360762,Kids\Baby\Apparel,キッズ\ベビー\アパレル,MULTI:6-9 Months:1|MULTI:9-12 Months:3|MULTI:12-18 Months:2|MULTI:18-24 Months:1,マルチカラー:6-9 Months:1|マルチカラー:9-12 Months:3|マルチカラー:12-18 Months:2|マルチカラー:18-24 Months:1,40818.0,"Gucci overalls in cotton chambray with rose and bee appliquﾃｩs at front.
Square neckline; shirred racerback.
Straps button at back.
Buttons through sides.
Bubble silhouette.
Elasticized hem.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.","Gucci overalls in cotton chambray with rose and bee appliquﾃｩs at front.
Square neckline; shirred racerback.
Straps button at back.
Buttons through sides.
Bubble silhouette.
Elasticized hem.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",Gucci,グッチ,http://www.neimanmarcus.com/en-jp/Gucci-Chambray-Bee-Rose-Overalls-Blue-Size-3-24-Months/prod196230046_cat64360762__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat64360762%2526pageSize%253D120%2526No%253D240%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod196230046&cmCat=product,beb7c239cf901a0f965a0dc9836b80a0445179aa.jpg
