path,name,code,sub-code,original-price,price,sale-price,options,headline,caption,abstract,explanation,additional1,additional2,additional3,relevant-links,ship-weight,taxable,release-date,temporary-point-term,point-code,meta-key,meta-desc,template,sale-period-start,sale-period-end,sale-limit,sp-code,brand-code,person-code,yahoo-product-code,product-code,jan,delivery,astk-code,condition,taojapan,product-category,spec1,spec2,spec3,spec4,spec5,display,sort,sp-additional,original-price-evidence,lead-time-instock,lead-time-outstock
キッズ:ベビー:ブランケット,Ziggyフード付きタオル、レシービングブランケット、セキュリティブランケット＆バンプクロスセット、スレート,prod179380660,,3089.0,3089.0,,サイズ|15333|カラー|10011|グレー|10683,Swankie Blankie,,,"Swankie Blankie ""Ziggy"" plush security blanket.
Satin trim and backing.
Polyester.
Handmade in USA.

About Swankie Blankie: 
All handmade in the USA with the utmost care and attention to detail, the Swankie Blankie line of  children's  blankets,  towels, and other layette and bath essentials offers plush and luxurious materials and special designs.   Every product is machine washable and will last for years to come.   Founded in 2000, Swankie Blankie   is the result of a mother's love for her childrenﾂ預nd children's unconditional love for their blankies.  ",,,,,,1,,,,,Ziggyフード付きタオル、レシービングブランケット、セキュリティブランケット＆バンプクロスセット、スレート,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:ブランケット,Cheetah-Print受取りコレクション,prod150210014,,3089.0,3089.0,,サイズ|15333|カラー|10011|ピンク|10683,Swankie Blankie,,,"Cheetah-print velour.
Satin trim and facing.
Polka-dot satin facing.
Polyester.
Made in USA.

About Swankie Blankie: 
All handmade in the USA with the utmost care and attention to detail, the Swankie Blankie line of  children's  blankets,  towels, and other layette and bath essentials offers plush and luxurious materials and special designs.   Every product is machine washable and will last for years to come.   Founded in 2000, Swankie Blankie   is the result of a mother's love for her childrenﾂ預nd children's unconditional love for their blankies.  ",,,,,,1,,,,,Cheetah-Print受取りコレクション,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:保育園 - 装飾,ぬいぐるみ毛布、ホワイト/ネイビー,prod181370176,,18534.0,18534.0,,サイズ|15333|ONE SIZE|210762|カラー|10011|ネイビー|10683,Boogie Baby,,,"Boogie Baby microfiber blanket.
If desired, personalize with embroidery (up to 11 letters) in style shown.
Swimming whale applique on front.
Contrast edge.
Approx. 40""H x 34""L.
Cotton; machine washable.
Made in USA of imported material.

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.",,,,,,1,,,,,ぬいぐるみ毛布、ホワイト/ネイビー,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:保育園 - 装飾,"Fiona Jersey Coverall, Size 3-12 Months",prod202821819,,6619.0,6619.0,,サイズ|15333|3 Months|210762|6 Months|210762|9 Months|210762|12 Months|210762|カラー|10011|マルチカラー|10683|マルチカラー|10683|マルチカラー|10683|マルチカラー|10683,Molo,,,"Molo ""Fleming"" stretch jersey coverall with allover star print.
Round neckline; single snap front.
Long, raglan sleeves.
Fitted silhouette.
Snaps through legs.
Cotton/spandex.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.",,,,,,1,,,,,"Fiona Jersey Coverall, Size 3-12 Months",IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:保育園 - 装飾,"Ziggy Hooded Towel, Receiving Blanket, Security Blanket & Burp Cloth Set, Slate",prod179410404,,8164.0,8164.0,,サイズ|15333|カラー|10011|グレー|10683,Swankie Blankie,,,"Swankie Blankie ""Ziggy"" plush receiving blanket.
Choose plain or personalized.
If desired, personalize with embroidered initials (1 or 3) or name (up to 11 letters).
Contrast back with medallion pattern.
Ruffled satin edge.
Polyester.
Handmade in USA.

About Swankie Blankie: 
All handmade in the USA with the utmost care and attention to detail, the Swankie Blankie line of  children's  blankets,  towels, and other layette and bath essentials offers plush and luxurious materials and special designs.   Every product is machine washable and will last for years to come.   Founded in 2000, Swankie Blankie   is the result of a mother's love for her childrenﾂ預nd children's unconditional love for their blankies.  ",,,,,,1,,,,,"Ziggy Hooded Towel, Receiving Blanket, Security Blanket & Burp Cloth Set, Slate",IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,花かぎ針編みウールブレンドカーディガン、サイズ6-24ヶ月,prod201330148,,43025.0,43025.0,,サイズ|15333|24 Months|210762|6-9 Months|210762|9-12 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ピンク|10683|ピンク|10683|ピンク|10683|ピンク|10683|ピンク|10683,グッチ,,,"Gucci cardigan featuring hand-embroidered flowers.
Crochet collar.
Long sleeves.
Ribbed cuffs and hem.
Floral bouquet button front closure.
Alpaca/wool.
Made in Italy. 

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,花かぎ針編みウールブレンドカーディガン、サイズ6-24ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ダブルブレストネコボタンPeacoat、サイズ12-36ヶ月,prod201330074,,50747.0,50747.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ブルー|10683|ブルー|10683|ブルー|10683|ブルー|10683,グッチ,,,"Gucci felted jersey peacoat.
Green/red web pointed spread collar.
Double-breasted front featuring enamel feline head buttons.
Side slit pockets.
Unlined with piping. 
Viscose.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,ダブルブレストネコボタンPeacoat、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ウェブトリムジョガーパンツ、サイズ6-36ヶ月,prod201310234,,14342.0,14342.0,,サイズ|15333|24 Months|210762|36 Months|210762|6-9 Months|210762|9-12 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ブルー|10683|ブルー|10683|ブルー|10683|ブルー|10683|ブルー|10683|ブルー|10683,グッチ,,,"Gucci felted cotton jersey jogger pants.
Blue/red/blue web with yellow trim along side seams.
Elasticized banded waist.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,ウェブトリムジョガーパンツ、サイズ6-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,Aラインスカラップカラードレス、サイズ12-24ヶ月,prod201410225,,41370.0,41370.0,,サイズ|15333|12 Months|210762|18 Months|210762|24 Months|210762|カラー|10011|LIGHT GRAY|10683|LIGHT GRAY|10683|LIGHT GRAY|10683,フェンディ,,,"Fendi stretch dress with printed flower logo detail.
Pointed collar; striped detail and scalloped edges.
Cap sleeves; hidden zip back.
A-line silhouette.
Fabric one, viscose/polyamide/spandex.
Fabric two, cotton.
Lining, acetate/cupro.
Made in Italy.

A Family Affair: About Fendi:
Established in 1925, the entrepreneurial house of Fendi credits its success to three main factorsﾂ幼reativity, technology, and craftsmanship (in the highest sense). These attributes come to life in Fendi's signature furs (completely transformed, shaped, redesigned, and reinterpreted by Fendi), and in innovative shoes and handbags that establish a new philosophy and define a style archetype. ",,,,,,1,,,,,Aラインスカラップカラードレス、サイズ12-24ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,スターとビーズウールカーディガン、サイズ9-36ヶ月,prod201260131,,27580.0,27580.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|LIGHT GRAY|10683|LIGHT GRAY|10683|LIGHT GRAY|10683|LIGHT GRAY|10683,グッチ,,,"Gucci merino wool cardigan with contrast trim in star and bees jacquard pattern.
V neckline; mother-of-pearl button front. 
Long sleeves; ribbed, banded cuffs and hem.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,スターとビーズウールカーディガン、サイズ9-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,長袖ラブフラワーカラーシャツ、サイズ12-36ヶ月,prod201310164,,27580.0,27580.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683,グッチ,,,"Gucci stretch cotton poplin blouse.
Peter Pan collar featuring flower embroidery.
""Loved"" embroidery on back collar.
Mother-of-pearl button front closure.
Three-quarter sleeves.
Cotton/spandex.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,長袖ラブフラワーカラーシャツ、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ウェブボマージャケット、ローズアップリケ、サイズ12-36ヶ月,prod201260142,,41922.0,41922.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|マルチカラー|10683|マルチカラー|10683|マルチカラー|10683|マルチカラー|10683,グッチ,,,"Gucci denim jersey bomber jacket featuring hand-crochet rose appliquﾃｩ.
Green/red/green ribbed web trim at collar and cuffs.
Banded collar; button front.
Long, raglan sleeves.
Light blue ribbed Lurexﾂｮ knit hem.
Relaxed fit.
Cotton/polyester/polyamide.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,ウェブボマージャケット、ローズアップリケ、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,キャップスリーブビープリントTシャツ、サイズ6-36ヶ月,prod201330095,,14893.0,14893.0,,サイズ|15333|24 Months|210762|36 Months|210762|6-9 Months|210762|9-12 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683,グッチ,,,"Gucci cotton jersey T-shirt featuring Gucci bee print.
Crew neckline.
Cap sleeves.
Two-button back closure.
Mother-of-pearl buttons.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,キャップスリーブビープリントTシャツ、サイズ6-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ショートスリーブボタン＆ボウカラーブロックドレス、サイズ12-36ヶ月,prod201270035,,37509.0,37509.0,,サイズ|15333|24 Months|210762|36 Months|210762|18-24 Months|210762|カラー|10011|レッド|10683|レッド|10683|レッド|10683,グッチ,,,"Gucci colorblock dress with contrast front chest panel featuring mixed enamel interlocking G's and bee buttons and bow detail.
Crew neckline; mother-of-pearl back button closure.
Short sleeves.
A-line silhouette.
Viscose/spandex.
Made in Italy. 

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,ショートスリーブボタン＆ボウカラーブロックドレス、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,長袖ハートカーディガン、サイズ12-36ヶ月,prod201260080,,35854.0,35854.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|カラー|10011|マルチカラー|10683|マルチカラー|10683|マルチカラー|10683,グッチ,,,"Gucci cardigan featuring knit hearts.
Striped crew neckline.
Long sleeves.
Ribbed cuffs and hem.
Mother-of-pearl button front.
Wool/cashmere.
Made in Italy. 

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,長袖ハートカーディガン、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ジップアップスウェットシャツ、フラワーロゴ、サイズ12-14ヶ月,prod201410182,,26477.0,26477.0,,サイズ|15333|12 Months|210762|18 Months|210762|24 Months|210762|カラー|10011|ネイビー|10683|ネイビー|10683|ネイビー|10683,フェンディ,,,"Fendi zip-up sweatshirt with flower logo detail at chest.
Hooded collar; contrast logo-print lining.
Front zip closure.
Long sleeves; ruffle trim around shoulders.
Ribbed cuff and hem. 
Cotton/spandex.
Made in Portugal.

A Family Affair: About Fendi:
Established in 1925, the entrepreneurial house of Fendi credits its success to three main factorsﾂ幼reativity, technology, and craftsmanship (in the highest sense). These attributes come to life in Fendi's signature furs (completely transformed, shaped, redesigned, and reinterpreted by Fendi), and in innovative shoes and handbags that establish a new philosophy and define a style archetype. ",,,,,,1,,,,,ジップアップスウェットシャツ、フラワーロゴ、サイズ12-14ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,ロングスリーブスペースキャットTシャツ、サイズ9-36ヶ月,prod201330061,,15996.0,15996.0,,サイズ|15333|24 Months|210762|36 Months|210762|6-9 Months|210762|9-12 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|オレンジ|10683|オレンジ|10683|オレンジ|10683|オレンジ|10683|オレンジ|10683|オレンジ|10683,グッチ,,,"Gucci T-shirt featuring ""Space Cat"" print.
Crew neckline; mother-of-pearl buttons at left.
Long, raglan sleeves.
Relaxed fit.
Cotton.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,ロングスリーブスペースキャットTシャツ、サイズ9-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,長袖タコスのスウェットシャツ、サイズ12-36ヶ月,prod201270059,,39164.0,39164.0,,サイズ|15333|24 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|LIGHT GRAY|10683|LIGHT GRAY|10683|LIGHT GRAY|10683|LIGHT GRAY|10683,グッチ,,,"Gucci double-face cotton jersey sweatshirt featuring embroidered octopus appliquﾃｩ.
Black/red/white knit trim at cuffs and hem. 
Crochet crew neckline.
Long sleeves.
Pullover style.
Cotton.
Made in Italy. 

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,長袖タコスのスウェットシャツ、サイズ12-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,長袖ティップピケポロシャツ、サイズ6-36ヶ月,prod191420150,,18754.0,18754.0,,サイズ|15333|24 Months|210762|24 Months|210762|36 Months|210762|36 Months|210762|12-18 Months|210762|18-24 Months|210762|18-24 Months|210762|カラー|10011|ホワイト|10683|レッド|10683|ホワイト|10683|レッド|10683|レッド|10683|ホワイト|10683|レッド|10683,グッチ,,,"Gucci cotton polo shirt in pique knit with tipped detailing.
Spread contrast collar; three-button front.
Long sleeves.
Relaxed fit.
Trim: cotton/spandex.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,長袖ティップピケポロシャツ、サイズ6-36ヶ月,IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
キッズ:ベビー:アパレル,"Short-Sleeve Slub Jersey Tee, Size 6-36 Months",prod191420152,,13790.0,13790.0,,サイズ|15333|24 Months|210762|36 Months|210762|9-12 Months|210762|12-18 Months|210762|18-24 Months|210762|カラー|10011|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683|ホワイト|10683,グッチ,,,"Gucci slub jersey tee in cotton with web trim.
Crew neckline; buttons at left.
Short sleeves.
Relaxed fit.
Trim: cotton/nylon/spandex.
Made in Italy.

About Gucci:
Founded in Florence in 1921, Gucci is one of the world's leading luxury fashion brands, with a renowned reputation for creativity, innovation and Italian craftsmanship. 
Gucci is part of the Kering Group, a world leader in apparel and accessories that owns a portfolio of powerful luxury and sport and lifestyle brands.",,,,,,1,,,,,"Short-Sleeve Slub Jersey Tee, Size 6-36 Months",IT03,,,,,,,,,,1,0,0,1,,,,,,,0,,,,0,
